관리_건축물대장_PK,대장_구분_코드,대장_구분_코드_명,대장_종류_코드,대장_종류_코드_명,대지_위치,도로명_대지_위치,건물_명,시군구_코드,법정동_코드,대지_구분_코드,번,지,특수지_명,블록,로트,외필지_수,새주소_도로_코드,새주소_법정동_코드,새주소_지상지하_코드,새주소_본_번,새주소_부_번,동_명,주_부속_구분_코드,주_부속_구분_코드_명,대지_면적(㎡),건축_면적(㎡),건폐_율(%),연면적(㎡),용적_률_산정_연면적(㎡),용적_률(%),구조_코드,구조_코드_명,기타_구조,주_용도_코드,주_용도_코드_명,기타_용도,지붕_코드,지붕_코드_명,기타_지붕,세대_수(세대),가구_수(가구),높이(m),지상_층_수,지하_층_수,승용_승강기_수,비상용_승강기_수,부속_건축물_수,부속_건축물_면적(㎡),총_동_연면적(㎡),옥내_기계식_대수(대),옥내_기계식_면적(㎡),옥외_기계식_대수(대),옥외_기계식_면적(㎡),옥내_자주식_대수(대),옥내_자주식_면적(㎡),옥외_자주식_대수(대),옥외_자주식_면적(㎡),허가_일,착공_일,사용승인_일,허가번호_년,허가번호_기관_코드,허가번호_기관_코드_명,허가번호_구분_코드,허가번호_구분_코드_명,호_수(호),에너지효율_등급,에너지절감_율,에너지_EPI점수,친환경_건축물_등급,친환경_건축물_인증점수,지능형_건축물_등급,지능형_건축물_인증점수,생성_일자,경도,위도
26500-100177187,1,일반,2,일반건축물,부산광역시 수영구 광안동 102-17번지, 부산광역시 수영구 무학로21번길 30,광안동 102-17 단독주택 (치선종합건설(주)),26500,10400,0,102,17,,,,0,2.65E+11,10401,0,30,0,,0,주건축물,202.3,120.54,59.58,366.27,366.27,181.05,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,평슬래브,0,14,11.7,4,0,0,0,0,0,366.27,0,0,0,0,0,0,7,80.5,20100331,20100501,20100817,2010,3380050,건축과,1101,신축허가,0,,0,0,,0,,0,20170209,129.1165817,35.16292517
26500-100181702,2,집합,3,표제부,부산광역시 수영구 남천동 9-12번지, 부산광역시 수영구 광남로22번길 15-4,,26500,10500,0,9,12,,,,0,2.65E+11,10501,0,15,4,주건축물제1동,0,주건축물,154.5,117.94,76.34,492.09,492.09,318.5,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,공동주택,10,(철근)콘크리트,(철근)콘크리트,14,0,14.85,5,0,0,0,0,0,492.09,0,0,0,0,4,46,0,0,20110511,20110616,20111115,2011,3380050,건축과,1101,신축허가,0,,0,0,,0,,0,20170209,129.1114616,35.14471414
26500-100183256,1,일반,2,일반건축물,부산광역시 수영구 광안동 167-43번지, 부산광역시 수영구 수영로546번길 12-10,리치,26500,10400,0,167,43,,,,0,2.65E+11,10401,0,12,10,주건축물제1동,0,주건축물,133.69,79.39,59.38,212.97,212.97,159.3,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,0,7.9,3,0,0,0,0,0,212.97,0,0,0,0,0,0,1,11.5,20110419,20110428,20120321,2011,3380050,건축과,1101,신축허가,0,,0,0,,0,,0,20170209,129.1136251,35.15393994
26500-100202601,2,집합,3,표제부,부산광역시 수영구 광안동 142-12번지, 부산광역시 수영구 광안로7번길 17,세종 엠스테이3차,26500,10400,0,142,12,,,,0,2.65E+11,10401,0,17,0,세종 엠스테이3차,0,주건축물,1355.5,1055.42,77.86,11827.68,10107.05,745.63,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,"공동주택(아파트) 및 업무시설(오피스텔), 제1,2종 근린생활시설",10,(철근)콘크리트,슬래브,65,0,43.4,14,2,2,0,0,0,11827.68,112,100.5,0,0,10,954.38,0,0,20141224,20150130,20160407,2014,3380074,건축과,1101,신축허가,47,,0,0,,0,,0,20170209,129.1137892,35.157921
26500-10928,1,일반,2,일반건축물,부산광역시 수영구 광안동 89-3번지, 부산광역시 수영구 수영로680번길 12,,26500,10400,0,89,3,,,,0,2.65E+11,10401,0,12,0,,0,주건축물,231.9,165.12,71.2,658.56,493.2,212.68,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,"위락시설, 근린생활시설",10,(철근)콘크리트,스라브,0,0,12.8,3,1,0,0,0,0,658.56,0,0,0,0,0,0,0,0,19880429,,19880829,,,,,,0,,0,0,,0,,0,20170209,129.1155671,35.16625667
26500-13935,1,일반,2,일반건축물,부산광역시 수영구 광안동 494-7번지, 부산광역시 수영구 광일로 18,,26500,10400,0,494,7,,,,0,2.65E+11,10401,0,18,0,,0,주건축물,132.6,77.4,58.37,350.4,258.3,194.8,21,철근콘크리트구조,"철근콘크리트조, 시멘트벽돌조",4000,제2종근린생활시설,"근린생활시설, 단독주택",10,(철근)콘크리트,스라브,0,1,11.7,4,1,0,0,0,0,350.4,0,0,0,0,0,0,0,0,19900609,19901013,19910319,,,,,,0,,0,0,,0,,0,20170209,129.1122654,35.16230334
26500-16179,1,일반,2,일반건축물,부산광역시 수영구 광안동 1033-30번지, 부산광역시 수영구 연수로364번길 20,,26500,10400,0,1033,30,,,,0,2.65E+11,10401,0,20,0,,0,주건축물,0,105.54,0,190.59,190.59,0,21,철근콘크리트구조,"철근콘크리트조, 시멘트벽돌조, 시멘트블럭조",1000,단독주택,"주택, 근린생활시설",10,(철근)콘크리트,스라브,0,1,0,2,0,0,0,0,0,190.59,0,0,0,0,0,0,0,0,19840507,,19840720,,,,,,0,,0,0,,0,,0,20170209,129.108949,35.16986139
26500-1775,1,일반,2,일반건축물,부산광역시 수영구 망미동 265-33번지, 부산광역시 수영구 수미로 29-2,,26500,10100,0,265,33,,,,0,2.65E+11,10101,0,29,2,,0,주건축물,125.4,71.82,57.27,198.54,198.54,158.33,11,벽돌구조,"시멘트벽돌조, 철근콘크리트조",1000,단독주택,"단독주택, 근린생활시설",10,(철근)콘크리트,스라브,3,3,9.7,3,0,0,0,0,0,198.54,0,0,0,0,0,0,0,0,19900928,19901008,19901226,,,,,,0,,0,0,,0,,0,20170209,129.114144,35.17389914
26500-17973,2,집합,3,표제부,부산광역시 수영구 광안동 775-4번지, 부산광역시 수영구 수영로 549,,26500,10400,0,775,4,,,,1,2.65E+11,10403,0,549,0,,0,주건축물,0,658.58,0,3487.05,3158.39,0,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,"공동주택, 근린생활시설",10,(철근)콘크리트,스라브,39,5,0,5,1,0,0,0,0,3487.05,0,0,0,0,0,0,0,0,19800510,,19810309,,,,,,5,,0,0,,0,,0,20170209,129.1117832,35.15499792
26500-18084,2,집합,3,표제부,부산광역시 수영구 광안동 1078-3번지, 부산광역시 수영구 광서로10번길 24,토명비취빌,26500,10400,0,1078,3,,,,0,2.65E+11,10401,0,24,0,,0,주건축물,545.1,355,65.13,2319.16,2230.7,409.23,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,"공동주택, 근린생활시설",10,(철근)콘크리트,슬라브,21,2,28.5,10,1,1,0,0,0,2319.16,0,0,0,0,18,212,0,0,20020314,20020416,20021126,,,,,,2,,0,0,,0,,0,20170209,129.1139936,35.1650503
26500-18114,2,집합,3,표제부,부산광역시 수영구 광안동 1239-28번지, 부산광역시 수영구 호암로55번길 66,성진빌라,26500,10400,0,1239,28,,,,0,2.65E+11,10401,0,66,0,,0,주건축물,0,145.8,0,647.88,575.1,0,21,철근콘크리트구조,"철근콘크리트조, 시멘트벽돌조",2000,공동주택,공동주택,10,(철근)콘크리트,스라브,8,0,0,4,1,0,0,0,0,647.88,0,0,0,0,2,72.28,0,0,19900813,,19910327,,,,,,0,,0,0,,0,,0,20170209,129.1069804,35.15625114
26500-18369,1,일반,2,일반건축물,부산광역시 수영구 남천동 9-15번지, 부산광역시 수영구 남천동로9번길 56,남천동 9-15 제2종근린생활시설 (최송자),26500,10500,0,9,15,,,,0,2.65E+11,10501,0,56,,,0,주건축물,173.8,134.12,77.17,776.04,655.65,377.24,21,철근콘크리트구조,"철근콘크리트조, 시멘트벽돌조",4000,제2종근린생활시설,"근린생활시설, 사무소",10,(철근)콘크리트,스라브,0,0,17.47,5,1,0,0,0,0,776.04,0,0,0,0,0,0,0,0,19890116,19890308,19890809,,,,,,0,,0,0,,0,,0,20170209,129.111432,35.14497701
26500-3625,1,일반,2,일반건축물,부산광역시 수영구 망미동 535-14번지, 부산광역시 수영구 수미로25번길 58,,26500,10100,0,535,14,,,,0,2.65E+11,10101,0,58,0,,0,주건축물,0,77.53,0,149.56,149.56,0,11,벽돌구조,시멘트벽돌조,1000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,1,0,2,0,0,0,0,0,149.56,0,0,0,0,0,0,0,0,19890218,,19901005,,,,,,0,,0,0,,0,,0,20170209,129.1143646,35.17636909
26500-5992,2,집합,3,표제부,부산광역시 수영구 망미동 774-283번지, 부산광역시 수영구 연수로260번길 53,흰돌실버타운,26500,10100,0,774,283,,,,2,2.65E+11,10101,0,53,0,2동,0,주건축물,0,732.9655,0,5483.849,5269.8165,0,21,철근콘크리트구조,철근콘크리트조,11000,노유자시설,교육연구및복지시설,10,(철근)콘크리트,슬라브,0,0,27.05,9,1,2,0,0,0,5483.849,0,0,0,0,0,0,0,0,19961202,19990813,20000915,,,,,,84,,0,0,,0,,0,20170209,129.0990715,35.17050675
26500-6190,2,집합,3,표제부,부산광역시 수영구 망미동 1128번지, 부산광역시 수영구 좌수영로 204,"수영강변2차이편한세상,우남아파트",26500,10100,0,1128,0,,,,0,2.65E+11,10101,0,204,0,수영강변2차이편한세상 201동,0,주건축물,0,258.722,0,5335.935,5335.935,0,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,아파트,90,기타지붕,평스라브,50,0,68.1,25,0,0,1,0,0,5335.935,0,0,0,0,0,0,0,0,20010605,20010802,20040825,2001,3380046,허가민원과,2101,주택건설사업계획승인,0,,0,0,,0,,0,20170209,129.1160819,35.18240638
26500-7215,1,일반,2,일반건축물,부산광역시 수영구 수영동 465-6번지, 부산광역시 수영구 연수로357번길 21,,26500,10200,0,465,6,,,,0,2.65E+11,10201,0,21,0,,0,주건축물,0,102.65,0,468.4,351.71,0,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,"근린생활시설, 단독주택",10,(철근)콘크리트,스라브,0,1,0,4,1,0,0,0,0,468.4,0,0,0,0,0,0,0,0,19881018,,19890201,,,,,,0,,0,0,,0,,0,20170209,129.1105381,35.17191075
26500-8615,1,일반,2,일반건축물,부산광역시 수영구 민락동 110-14번지, 부산광역시 수영구 광안해변로370번길 7,해수월드,26500,10300,0,110,14,,,,0,2.65E+11,10301,0,7,0,1,0,주건축물,1387,774.46,55.84,5672.04,4997.95,360.34,21,철근콘크리트구조,철근콘크리트구조,3000,제1종근린생활시설,제1종근린생활시설,90,기타지붕,기타지붕,0,0,33.1,8,1,1,0,0,0,5672.04,0,0,0,0,24,304,2,23,20051212,20051213,20060112,2005,3380050,건축과,1102,증축허가,0,,0,0,,0,,0,20170209,129.1335764,35.15589118
26500-9423,1,일반,2,일반건축물,부산광역시 수영구 민락동 181-133번지, 부산광역시 수영구 광안해변로294번길 36,,26500,10300,0,181,133,,,,0,2.65E+11,10301,0,36,0,,0,주건축물,270,185.77,68.8,784.43,557.31,206.41,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,근린생활시설,10,(철근)콘크리트,스라브,0,0,11.7,3,1,0,0,0,0,784.43,5,45.58,0,0,0,0,0,0,19970628,1997,19971219,,,,,,0,,0,0,,0,,0,20170209,129.1261757,35.15484947
26530-100179915,2,집합,3,표제부,부산광역시 사상구 엄궁동 726번지, 부산광역시 사상구 엄궁북로 62,엄궁 롯데캐슬 리버,26530,10800,0,726,0,,,,1,2.65E+11,10801,0,62,0,204동,0,주건축물,0,990.8044,0,21731.2304,21731.2304,0,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,공동주택,10,(철근)콘크리트,(철근)콘크리트,156,0,79.95,29,0,0,3,0,0,21731.2304,0,0,0,0,0,0,0,0,20050805,20070611,20100527,2010,3390000,사상구,5809,재건축협의(주택건설사업계획승인),0,,0,0,,0,,0,20170209,128.9756907,35.12696409
26530-100184082,2,집합,3,표제부,부산광역시 사상구 주례동 692-7번지, 부산광역시 사상구 가야대로213번길 14,(주)에스아이엠,26530,10600,0,692,7,,,,0,2.65E+11,10601,0,14,0,C,0,주건축물,5389,643.875,11.95,643.875,643.875,11.95,31,일반철골구조,일반철골구조,17000,공장,공장,90,기타지붕,판넬,0,0,10.55,1,0,0,0,0,0,643.875,0,0,0,0,0,0,34,393,20110701,20111129,20120314,2011,3390085,건축과,1102,증축허가,5,,0,0,,0,,0,20170209,128.9963596,35.15105953
26530-100194498,1,일반,2,일반건축물,부산광역시 사상구 덕포동 393-5번지, 부산광역시 사상구 사상로333번길 62,,26530,10300,0,393,5,,,,0,2.65E+11,10301,0,62,0,,0,주건축물,1297.6,778.5,60,1495.5,1495.5,115.25,31,일반철골구조,일반철골구조,17000,공장,공장,10,(철근)콘크리트,(철근)콘크리트,0,0,20.25,2,0,0,0,0,0,1495.5,0,0,0,0,0,0,7,80.5,20140508,20140915,20141230,2014,3390085,건축과,1101,신축허가,0,,0,0,,0,,0,20170209,128.9807615,35.17510271
26530-100195878,1,일반,2,일반건축물,부산광역시 사상구 삼락동 73-5번지, 부산광역시 사상구 낙동대로 1492-1,,26530,10100,0,73,5,,,,0,2.65E+11,10101,0,1492,1,,0,주건축물,454.7,262.08,57.64,1184.36,1184.36,260.47,31,일반철골구조,철근콘크리트,17000,공장,공장,10,(철근)콘크리트,(철근)콘크리트,0,0,19.35,5,0,1,0,0,0,1184.36,0,0,0,0,0,0,4,46,20150313,20150325,20150630,2015,3390074,종합민원과,1101,신축허가,0,,0,0,,0,,0,20170209,128.98247,35.19201009
26530-10112,1,일반,2,일반건축물,부산광역시 사상구 괘법동 271-15번지, 부산광역시 사상구 사상로224번길 11,,26530,10400,0,271,15,,,,0,2.65E+11,10401,0,11,0,,0,주건축물,347.1,266.11,76.67,1465.78,1274.68,367.24,21,철근콘크리트구조,철근콘크리트조,16000,위락시설,"근린생활시설, 위락시설, 주택",10,(철근)콘크리트,슬라브,0,1,16.4,5,1,0,0,0,0,0,8,86.72,0,0,1,0,0,0,19900607,,19900920,,,,,,0,,0,0,,0,,0,20170209,128.9838356,35.16540943
26530-10773,1,일반,2,일반건축물,부산광역시 사상구 괘법동 520-22번지, 부산광역시 사상구 사상로223번길 70,,26530,10400,0,520,22,,,,0,2.65E+11,10401,0,70,0,,0,주건축물,976.1,309.85,31.74,913.55,913.55,93.59,21,철근콘크리트구조,철근콘크리트구조,4000,제2종근린생활시설,제2종근린생활시설,10,(철근)콘크리트,(철근)콘크리트,0,0,12.2,3,0,1,0,0,0,913.55,0,0,0,0,0,0,14,161,20041210,20050414,20050906,2004,3390051,건축과,1101,신축허가,0,,0,0,,0,,0,20170209,128.9794042,35.16525698
26530-10830,1,일반,2,일반건축물,부산광역시 사상구 괘법동 522-13번지, 부산광역시 사상구 광장로37번길 79-11,,26530,10400,0,522,13,,,,0,2.65E+11,10401,0,79,11,,0,주건축물,0,104.53,0,164.83,164.83,0,12,블록구조,브록조,1000,단독주택,주택,10,(철근)콘크리트,슬라브,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19770523,,19770726,,,,,,0,,0,0,,0,,0,20170209,128.9806375,35.1664421
26530-12515,2,집합,3,표제부,부산광역시 사상구 괘법동 516-1번지, 부산광역시 사상구 낙동대로1210번길 53,한신아파트,26530,10400,0,516,1,,,,0,2.65E+11,10401,0,53,0,101동,0,주건축물,13984.6,16421.19,117.42,26660.43,16609.54,118.77,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,공동주택(아파트),10,(철근)콘크리트,슬라브,116,0,0,23,2,3,5,4,9404.07,26660.43,0,0,0,0,236,0,125,0,,,19941214,,,,,,0,,0,0,,0,,0,20170209,128.9805477,35.16778525
26530-13051,1,일반,2,일반건축물,부산광역시 사상구 감전동 114-1번지, 부산광역시 사상구 주감로7번길 23,,26530,10500,0,114,1,,,,0,2.65E+11,10501,0,23,0,,0,주건축물,132,78.68,59.6,146.87,146.87,111.26,12,블록구조,브록조,1000,단독주택,"점포, 다세대주택",10,(철근)콘크리트,슬라브,0,3,7.4,2,0,0,0,0,0,146.87,0,0,0,0,0,0,0,0,19741005,,19741206,,,,,,0,,0,0,,0,,0,20170209,128.9886941,35.1585182
26530-14212,1,일반,2,일반건축물,부산광역시 사상구 감전동 130-55번지, 부산광역시 사상구 새벽시장로75번길 21,,26530,10500,0,130,55,,,,0,2.65E+11,10501,0,21,,,0,주건축물,136.73,81.6,59.67966,243.6,229.2,167.62963,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택,10,(철근)콘크리트,슬라브,0,3,10.4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19910226,,19910712,,,,,,0,,0,0,,0,,0,20170209,128.9821972,35.15585122
26530-14269,1,일반,2,일반건축물,부산광역시 사상구 감전동 132-1번지, 부산광역시 사상구 새벽로168번길 46-14,,26530,10500,0,132,1,,,,0,2.65E+11,10501,0,46,14,,0,주건축물,106.82,63.9,59.82,63.9,63.9,59.82,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,(철근)콘크리트,0,1,5.2,1,0,0,0,0,0,63.9,0,0,0,0,0,0,0,0,20030903,20040905,20050106,,,,,,0,,0,0,,0,,0,20170209,128.9856726,35.15529994
26530-14673,1,일반,2,일반건축물,부산광역시 사상구 감전동 146-6번지, 부산광역시 사상구 감전천로 247,,26530,10500,0,146,6,,,,0,2.65E+11,10501,0,247,0,,0,주건축물,0,180.17,0,180.17,180.17,0,21,철근콘크리트구조,평철근콘크리트조,17000,공장,공장,30,슬레이트,스레트,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19770713,,19771203,,,,,,0,,0,0,,0,,0,20170209,128.9762513,35.15556576
26530-1503,1,일반,2,일반건축물,부산광역시 사상구 삼락동 353-15번지, 부산광역시 사상구 낙동대로1404번길 37,,26530,10100,0,353,15,,,,0,2.65E+11,10101,0,37,0,E동,0,주건축물,0,21.49,0,21.49,21.49,0,12,블록구조,브록조,4000,제2종근린생활시설,수위실,10,(철근)콘크리트,스라브,0,0,0,1,0,0,0,0,0,21.49,0,0,0,0,0,0,0,0,19790320,,19791229,,,,,,0,,0,0,,0,,0,20170209,128.9792553,35.18528227
26530-16117,1,일반,2,일반건축물,부산광역시 사상구 감전동 514번지, 부산광역시 사상구 낙동대로815번길 50-14,,26530,10500,0,514,0,,,,0,2.65E+11,10501,0,50,14,A동,0,주건축물,0,398.25,0,398.25,398.25,0,31,일반철골구조,일반철골구조,17000,공장,일반공장,90,기타지붕,"기타지붕,샌드위치판넬",0,0,9.7,1,0,0,0,0,0,398.25,0,0,0,0,0,0,0,0,20041018,20041025,20041123,2004,3390051,건축과,1101,신축허가,0,,0,0,,0,,0,20170209,128.968779,35.13448994
26530-16586,1,일반,2,일반건축물,부산광역시 사상구 감전동 949-11번지, 부산광역시 사상구 장인로37번길 81,,26530,10500,0,949,11,,,,0,2.65E+11,10501,0,81,0,,0,주건축물,4506.1,82.08,1.82,164.16,164.16,3.64,32,경량철골구조,경량철골조,4000,제2종근린생활시설,일반공장,90,기타지붕,조립식 칼라시트,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19911002,,19911228,,,,,,0,,0,0,,0,,0,20170209,128.9738776,35.14727349
26530-24587,1,일반,2,일반건축물,부산광역시 사상구 학장동 728-8번지, 부산광역시 사상구 새벽로 5,부흥산업사,26530,10700,0,728,8,,,,0,2.65E+11,10703,0,5,0,C동,0,주건축물,0,405.86,0,424.9,424.9,0,31,일반철골구조,일반철골구조,17000,공장,공장,90,기타지붕,기타(판넬)지붕,0,0,11.64,2,0,0,0,0,0,424.9,0,0,0,0,0,0,0,0,20051222,20060201,20060406,2005,3390051,건축과,1101,신축허가,0,,0,0,,0,,0,20170209,128.9791749,35.14196633
26530-24654,1,일반,2,일반건축물,부산광역시 사상구 학장동 730-4번지, 부산광역시 사상구 감전천로 98,동창주조창,26530,10700,0,730,4,,,,0,2.65E+11,10702,0,98,0,A동,0,주건축물,0,891.78,0,891.78,891.78,0,31,일반철골구조,일반철골구조,17000,공장,공장,90,기타지붕,그라스울판넬,0,0,13.5,1,0,0,0,0,0,891.78,0,0,0,0,0,0,0,0,20030718,20030804,20030902,2003,3390051,건축과,1102,증축허가,0,,0,0,,0,,0,20170209,128.9755926,35.14183685
26530-24932,2,집합,3,표제부,부산광역시 사상구 학장동 573-1번지, 부산광역시 사상구 대동로 98,학장반도보라타운,26530,10700,0,573,1,,,,1,2.65E+11,10702,0,98,0,109동,0,주건축물,29847.923,11765.96,32.5,25960.54,17779.27,30.427,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,공동주택(아파트),10,(철근)콘크리트,스라브,122,0,57.1,21,2,3,3,12,15273.1,25960.54,0,0,0,0,758,0,187,0,19920218,19920922,19940829,,,,,,0,,0,0,,0,,0,20170209,128.9790812,35.13759002
26530-25793,1,일반,2,일반건축물,부산광역시 사상구 엄궁동 215-3번지, 부산광역시 사상구 엄궁로191번길 104-8,,26530,10800,0,215,3,,,,0,2.65E+11,10801,0,104,8,,0,주건축물,114.19,56.12,49.15,93.57,93.57,81.94,12,블록구조,시멘트블록조,1000,단독주택,다세대 주택,10,(철근)콘크리트,슬라브,0,4,7.8,2,0,0,0,0,0,93.57,0,0,0,0,0,0,0,0,19851014,,19861129,,,,,,0,,0,0,,0,,0,20170209,128.9709626,35.12606233
26530-3400,1,일반,2,일반건축물,부산광역시 사상구 모라동 282-11번지, 부산광역시 사상구 사상로539번길 29,,26530,10200,0,282,11,,,,0,2.65E+11,10201,0,29,0,강선6길14,0,주건축물,206.9,123.66,59.77,245.32,245.32,118.57,21,철근콘크리트구조,"철근콘크리트, 브록",17000,공장,공장,10,(철근)콘크리트,스라브,0,0,8.1,2,0,0,0,0,0,245.32,0,0,0,0,0,0,0,0,19860704,,19860829,,,,,,0,,0,0,,0,,0,20170209,128.9874978,35.19294805
26530-3699,1,일반,2,일반건축물,부산광역시 사상구 모라동 647-1번지, 부산광역시 사상구 사상로 531,,26530,10200,0,647,1,,,,0,2.65E+11,10201,0,531,0,,0,주건축물,0,145.45,0,284.96,258.18,0,12,블록구조,브록조,3000,제1종근린생활시설,"점포, 창고",10,(철근)콘크리트,슬라브,0,0,0,2,1,0,0,0,0,284.96,0,0,0,0,0,0,0,0,19761231,,19781113,,,,,,0,,0,0,,0,,0,20170209,128.9890149,35.1915504
26530-4306,1,일반,2,일반건축물,부산광역시 사상구 모라동 704-9번지, 부산광역시 사상구 사상로456번길 28,A동,26530,10200,0,704,9,,,,0,2.65E+11,10201,0,28,0,,0,주건축물,0,70.86,0,129.82,129.82,0,12,블록구조,브록조,3000,제1종근린생활시설,근린생활시설,10,(철근)콘크리트,슬라브,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,19850107,,,,,,0,,0,0,,0,,0,20170209,128.9882899,35.18488529
26530-4619,1,일반,2,일반건축물,부산광역시 사상구 모라동 720-9번지, 부산광역시 사상구 모덕로95번길 40-10,,26530,10200,0,720,9,,,,0,2.65E+11,10201,0,40,10,,0,주건축물,198.5,138.32,69.68,138.32,138.32,69.68,31,일반철골구조,일반철골구조,17000,공장,공장,90,기타지붕,기타(판넬)지붕,0,0,8.96,1,0,0,0,0,0,138.32,0,0,0,0,0,0,1,11.5,20060329,20060331,20060626,2006,3390051,건축과,1201,신축신고,0,,0,0,,0,,0,20170209,128.98748,35.18267592
26530-8557,1,일반,2,일반건축물,부산광역시 사상구 덕포동 427-1번지, 부산광역시 사상구 사상로277번길 28-10,,26530,10300,0,427,1,,,,0,2.65E+11,10302,0,28,10,,0,주건축물,0,67.11,0,109.09,109.09,0,12,블록구조,브록조,1000,단독주택,주택,10,(철근)콘크리트,슬라브,0,1,0,2,0,0,0,0,0,109.19,0,0,0,0,0,0,0,0,19731105,,19740122,,,,,,0,,0,0,,0,,0,20170209,128.9812923,35.17022095
26530-8626,1,일반,2,일반건축물,부산광역시 사상구 덕포동 428-1번지, 부산광역시 사상구 사상로277번길 15-8,,26530,10300,0,428,1,,,,1,2.65E+11,10302,0,15,8,,0,주건축물,0,78.68,0,127.61,127.61,0,12,블록구조,브록조,1000,단독주택,연립주택,10,(철근)콘크리트,스라브,0,4,0,2,0,0,0,0,0,127.61,0,0,0,0,0,0,0,0,19781004,,19790518,,,,,,0,,0,0,,0,,0,20170209,128.9810492,35.16961048
26710-100178499,2,집합,3,표제부,부산광역시 기장군 정관읍 용수리 1359번지, 부산광역시 기장군 정관읍 정관4로 23,정관신도시 휴먼시아1단지,26710,25628,0,1359,0,,,,0,2.67E+11,25602,0,23,0,상가동,0,주건축물,0,321.285,0,546.187,546.187,0,21,철근콘크리트구조,철근콘크리트구조,3000,제1종근린생활시설,근린생활시설,10,(철근)콘크리트,(철근)콘크리트경사지붕,0,0,8.57,2,0,0,0,0,0,546.187,0,0,0,0,0,0,0,0,20021230,20060929,20081229,2002,3400040,건축과,2101,주택건설사업계획승인,11,,0,0,,0,,0,20170209,129.1680002,35.32650186
26710-100178511,2,집합,3,표제부,부산광역시 기장군 정관읍 용수리 1359번지, 부산광역시 기장군 정관읍 정관4로 23,정관신도시 휴먼시아1단지,26710,25628,0,1359,0,,,,0,2.67E+11,25602,0,23,0,114동,0,주건축물,0,410.05,0,4178.382,4106.818,0,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,공동주택(아파트),90,기타지붕,경량철골경사지붕,52,0,34.6,13,1,2,0,0,0,4178.382,0,0,0,0,0,0,0,0,20021230,20060929,20081229,2002,3400040,건축과,2101,주택건설사업계획승인,0,,0,0,,0,,0,20170209,129.1680002,35.32650186
26710-100196174,1,일반,2,일반건축물,부산광역시 기장군 기장읍 대라리 183-1번지, 부산광역시 기장군 기장읍 차성로215번길 13,,26710,25026,0,183,1,,,,0,2.67E+11,25001,0,13,0,,0,주건축물,329.5,193.38,58.69,492.66,492.66,149.52,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,평스라브,0,18,12,4,0,0,0,0,0,492.66,0,0,0,0,0,0,9,103.5,20110307,20110310,20110818,2011,3400040,건축과,1101,신축허가,0,,0,0,,0,,0,20170209,129.2115396,35.23662385
26710-100204448,2,집합,3,표제부,부산광역시 기장군 정관읍 달산리 1231번지, 부산광역시 기장군 정관읍 산단4로 160,정관신도시엘에이치4단지,26710,25625,0,1231,0,,,,0,2.67E+11,25602,0,160,0,409동,0,주건축물,0,432.1,0,4983.54,4983.54,0,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,공동주택(아파트),90,기타지붕,경량철골경사지붕,71,0,41.1,15,0,2,0,0,0,4983.54,0,0,0,0,0,0,0,0,20031031,20100726,20120810,,,,,,0,,0,0,,0,,0,20170209,129.1927849,35.32115633
26710-100210838,1,일반,2,일반건축물,부산광역시 기장군 일광면 원리 39번지, 부산광역시 기장군 일광면 체육공원1로 29,기장군국민체육센터,26710,31030,0,39,0,,,,0,2.67E+11,31001,0,29,0,기장군국민체육센터,0,주건축물,248291,2137.57,0.86,5113.07,4378.2,1.8,42,철골철근콘크리트구조,철골철근콘크리트구조,13000,운동시설,운동시설,10,(철근)콘크리트,철근콘크리트지붕,0,0,19.85,3,1,1,0,0,0,5113.07,0,0,0,0,0,0,542,0,20110704,,20120830,2011,3400040,건축과,5200,공용건축물,0,,0,0,,0,,0,20170209,129.2335328,35.30504382
